# nucleoli targets
1 : [616, 14]
2 : [816, 17]
3 : [1050, 27]
4 : [316, 213]
5 : [914, 239]
6 : [454, 233]
7 : [244, 334]
8 : [625, 396]
9 : [890, 555]
10 : [1331, 570]
11 : [814, 753]
12 : [525, 994]
# targets in center of empty nuclei
13 : [1143, 263]
14 : [47, 446]
15 : [1116, 476]
16 : [193, 665]
17 : [375, 793]
18 : [1135, 866]
19 : [344, 908]
20 : [22, 941]
