# nucleoli targets
1 : [599, 90]
2 : [816, 17]
3 : [1050, 27]
4 : [314, 172]
5 : [914, 239]
6 : [454, 233]
7 : [244, 334]
8 : [1331, 570]
9 : [814, 753]
# targets in center of empty nuclei
10 : [1143, 263]
11 : [643, 390]
12 : [47, 446]
13 : [1116, 476]
14 : [872, 560]
15 : [193, 665]
16 : [375, 793]
17 : [1135, 866]
18 : [344, 908]
19 : [22, 941]
20 : [537, 977]
