# nucleoli targets
1 : [718, 88]
2 : [1072, 192]
3 : [406, 276]
4 : [884, 375]
5 : [679, 318]
6 : [1315, 485]
7 : [638, 566]
8 : [1232, 629]
9 : [55, 683]
10 : [785, 720]
11 : [1325, 835]
12 : [484, 886]
13 : [1049, 961]
14 : [592, 1026]
15 : [806, 946]
# targets in center of empty nuclei
16 : [1333, 140]
17 : [1253, 294]
18 : [34, 357]
19 : [291, 361]
20 : [400, 540]
21 : [240, 626]
22 : [489, 704]
23 : [168, 803]
