# nucleoli targets
1 : [711, 50]
2 : [1072, 192]
3 : [405, 294]
4 : [884, 375]
5 : [679, 318]
6 : [1315, 485]
7 : [638, 566]
8 : [1232, 629]
9 : [785, 720]
10 : [484, 886]
11 : [1021, 939]
12 : [592, 1026]
13 : [828, 963]
# targets in center of empty nuclei
14 : [1333, 140]
15 : [1253, 294]
16 : [34, 357]
17 : [291, 361]
18 : [400, 540]
19 : [62, 631]
20 : [240, 626]
21 : [489, 704]
22 : [1311, 808]
23 : [168, 803]
