# nucleoli targets
1 : [1042, 126]
2 : [804, 196]
3 : [1105, 294]
4 : [1286, 450]
5 : [17, 513]
6 : [511, 626]
7 : [712, 702]
8 : [1183, 751]
9 : [246, 875]
10 : [364, 1007]
# targets in center of empty nuclei
11 : [601, 63]
12 : [1358, 293]
13 : [335, 668]
14 : [43, 694]
15 : [1298, 703]
16 : [1326, 832]
17 : [573, 935]
18 : [929, 927]
