# nucleoli targets
1 : [486, 70]
2 : [852, 124]
3 : [1345, 257]
4 : [1241, 314]
5 : [512, 317]
6 : [1004, 383]
7 : [1328, 534]
8 : [156, 712]
9 : [740, 748]
10 : [1115, 952]
# targets in center of empty nuclei
11 : [1172, 66]
12 : [43, 115]
13 : [1343, 84]
14 : [415, 473]
15 : [40, 553]
16 : [1045, 686]
17 : [1287, 719]
