# nucleoli targets
1 : [545, 102]
2 : [736, 129]
3 : [637, 174]
4 : [1039, 199]
5 : [223, 238]
6 : [368, 313]
7 : [1016, 377]
8 : [1152, 368]
9 : [334, 439]
10 : [140, 492]
11 : [1127, 485]
12 : [318, 644]
13 : [456, 721]
14 : [1031, 781]
15 : [626, 842]
16 : [182, 846]
17 : [196, 995]
# targets in center of empty nuclei
18 : [1102, 54]
19 : [1311, 343]
20 : [457, 391]
21 : [25, 529]
