# nucleoli targets
1 : [553, 36]
2 : [1138, 145]
3 : [1264, 166]
4 : [828, 204]
5 : [485, 204]
6 : [1348, 391]
7 : [1079, 425]
8 : [450, 594]
9 : [1353, 681]
10 : [351, 811]
# targets in center of empty nuclei
11 : [282, 81]
12 : [896, 81]
13 : [114, 183]
14 : [330, 275]
15 : [154, 335]
16 : [576, 431]
17 : [837, 436]
18 : [273, 439]
19 : [1114, 597]
20 : [868, 709]
21 : [1162, 862]
22 : [744, 883]
23 : [959, 957]
24 : [527, 989]
