# nucleoli targets
1 : [1138, 145]
2 : [1264, 166]
3 : [1348, 391]
4 : [1079, 425]
# targets in center of empty nuclei
5 : [545, 39]
6 : [282, 81]
7 : [896, 81]
8 : [114, 183]
9 : [824, 219]
10 : [506, 232]
11 : [330, 275]
12 : [154, 335]
13 : [576, 431]
14 : [837, 436]
15 : [273, 439]
16 : [1114, 597]
17 : [473, 630]
18 : [1348, 715]
19 : [868, 709]
20 : [364, 811]
21 : [1162, 862]
22 : [744, 883]
23 : [959, 957]
24 : [527, 989]
