# nucleoli targets
1 : [847, 46]
2 : [348, 250]
3 : [557, 277]
4 : [117, 467]
5 : [952, 750]
6 : [1365, 809]
7 : [623, 811]
8 : [1141, 999]
9 : [828, 987]
10 : [361, 1026]
# targets in center of empty nuclei
11 : [633, 46]
12 : [153, 127]
13 : [1211, 234]
14 : [71, 269]
15 : [1001, 340]
16 : [751, 344]
17 : [362, 473]
18 : [695, 534]
19 : [1169, 549]
20 : [47, 605]
21 : [436, 729]
22 : [1210, 765]
23 : [119, 788]
